id,ts,amount,currency,channel,upi_id_masked,description,user_id
TXN00001049,2024-01-05T18:46:24,463.35,INR,GPay,807457@axl,Money sent to 807457@axl. Rs 463.35. Ref 605183035067.,user_0396
TXN00002855,2024-09-20T15:51:58,23.71,INR,Paytm,257666@axl,Payment Rs 23.71 to 257666@axl. TXN 653869536348,user_0269
TXN00001016,2025-06-03T20:13:48,738.22,INR,Paytm,184759@jio,"UPI Dr to 184759@jio, Rs 738.22. Ref 102724290888.",user_0352
TXN00002142,2024-01-17T12:31:52,115.63,INR,Paytm,973627@ybl,Txn to 973627@ybl of Rs 115.63. Ref 758082459300.,user_0123
TXN00002322,2024-07-17T09:58:09,1342.94,INR,PhonePe,964255@okaxis,"UPI Dr to 964255@okaxis, Rs 1342.94. Ref 376175837957.",user_0279
TXN00003214,2025-12-25T21:32:36,257.72,INR,UPI,944245@axl,Money sent to 944245@axl. Rs 257.72. Ref 674052602544.,user_0392
TXN00004372,2025-01-08T23:24:19,145.85,INR,GPay,996325474@ybl,Txn to 996325474@ybl of Rs 145.85. Ref 382514598502.,user_0266
TXN00004310,2025-05-09T22:01:57,471.37,INR,Paytm,948257250@axl,"UPI Dr to 948257250@axl, Rs 471.37. Ref 846139477604.",user_0241
TXN00003917,2025-04-20T18:41:46,111.04,INR,PhonePe,944984827@phonepe,Debited Rs 111.04 to 944984827@phonepe. Ref:685778837512,user_0434
TXN00002191,2024-05-05T16:22:57,3267.29,INR,Paytm,468267@paytm,Paid Rs 3267.29 to 468267@paytm. UTR 874754977207.,user_0150
TXN00002267,2024-03-16T11:50:32,639.61,INR,UPI,972435@okhdfcbank,Paid Rs 639.61 to 972435@okhdfcbank. UTR 316207286979.,user_0159
TXN00001112,2024-10-17T09:19:19,1245.35,INR,Paytm,807457@axl,Txn to 807457@axl of Rs 1245.35. Ref 417713346380.,user_0221
TXN00000276,2024-03-11T07:47:18,979.82,INR,Paytm,762176@okicici,Txn to 762176@okicici of Rs 979.82. Ref 643876573418.,user_0188
TXN00002079,2024-09-01T17:01:46,16207.98,INR,PhonePe,555045@okhdfcbank,Paid Rs 16207.98 to 555045@okhdfcbank. UTR 355621168371.,user_0018
TXN00001350,2025-09-28T22:24:15,146.23,INR,GPay,855772@phonepe,Txn to 855772@phonepe of Rs 146.23. Ref 736260502294.,user_0071
TXN00000405,2025-04-07T15:55:34,376.45,INR,GPay,177350@airtelpaymentsbank,Payment Rs 376.45 to 177350@airtelpaymentsbank. TXN 839236722694,user_0093
TXN00002566,2024-03-06T21:23:45,104.57,INR,Paytm,520396@okhdfcbank,"UPI Dr to 520396@okhdfcbank, Rs 104.57. Ref 615920676627.",user_0415
TXN00003125,2025-05-09T08:27:21,59.19,INR,GPay,511675@okaxis,Paid Rs 59.19 to 511675@okaxis. UTR 862919339208.,user_0248
TXN00000135,2024-09-26T09:39:22,28.16,INR,PhonePe,180325@ybl,Payment Rs 28.16 to 180325@ybl. TXN 988581357960,user_0289
TXN00003005,2025-05-05T10:24:22,479.96,INR,Paytm,550666@ibl,Debited Rs 479.96 to 550666@ibl. Ref:646377075670,user_0035
TXN00003555,2024-10-19T08:51:24,610.71,INR,Paytm,909044072@oksbi,Debited Rs 610.71 to 909044072@oksbi. Ref:122566266724,user_0140
TXN00003878,2025-06-26T10:04:24,412.86,INR,Paytm,900812477@oksbi,Money sent to 900812477@oksbi. Rs 412.86. Ref 550827968774.,user_0374
TXN00004622,2025-04-27T09:46:09,50.93,INR,Paytm,923855281@phonepe,Paid Rs 50.93 to 923855281@phonepe. UTR 697100687125.,user_0155
TXN00003431,2024-12-18T11:05:16,160.65,INR,GPay,917671896@axl,Payment Rs 160.65 to 917671896@axl. TXN 185958858406,user_0023
TXN00003780,2025-12-26T14:18:01,199.03,INR,Paytm,933845647@gpay,Money sent to 933845647@gpay. Rs 199.03. Ref 162398664561.,user_0341
TXN00002616,2024-05-07T17:34:29,23.14,INR,UPI,639443@oksbi,"UPI Dr to 639443@oksbi, Rs 23.14. Ref 864694007372.",user_0286
TXN00002333,2024-07-13T12:33:13,89.66,INR,Paytm,263321@okicici,Debited Rs 89.66 to 263321@okicici. Ref:835677187862,user_0127
TXN00001882,2024-03-05T14:13:50,398.59,INR,Paytm,522599@ybl,"UPI Dr to 522599@ybl, Rs 398.59. Ref 360324795154.",user_0306
TXN00003707,2025-11-24T19:47:46,115.01,INR,PhonePe,901072764@okicici,Txn to 901072764@okicici of Rs 115.01. Ref 107591741318.,user_0483
TXN00001461,2025-02-23T19:11:31,46.98,INR,GPay,494990@paytm,"UPI Dr to 494990@paytm, Rs 46.98. Ref 664982202876.",user_0024
TXN00000807,2025-10-21T13:53:01,121.71,INR,UPI,840484@okhdfcbank,Txn to 840484@okhdfcbank of Rs 121.71. Ref 598291068067.,user_0184
TXN00002663,2024-09-01T10:38:08,45.55,INR,GPay,516646@phonepe,Txn to 516646@phonepe of Rs 45.55. Ref 978807582222.,user_0033
TXN00003972,2025-08-31T19:17:55,672.59,INR,UPI,943838625@paytm,Payment Rs 672.59 to 943838625@paytm. TXN 995447620649,user_0049
TXN00004412,2025-08-04T18:42:44,66.17,INR,GPay,911934317@okaxis,Debited Rs 66.17 to 911934317@okaxis. Ref:889102083219,user_0149
TXN00001140,2025-12-13T20:38:00,474.68,INR,GPay,807457@axl,Paid Rs 474.68 to 807457@axl. UTR 168240889128.,user_0005
TXN00000615,2024-06-29T22:16:17,655.58,INR,UPI,803409@paytm,Debited Rs 655.58 to 803409@paytm. Ref:868649961517,user_0152
TXN00004776,2024-04-01T07:10:25,387.29,INR,GPay,908242128@oksbi,Payment Rs 387.29 to 908242128@oksbi. TXN 744619162831,user_0274
TXN00000846,2025-02-05T08:21:36,155.99,INR,PhonePe,840484@okhdfcbank,Paid Rs 155.99 to 840484@okhdfcbank. UTR 744106878381.,user_0202
TXN00004256,2025-11-03T18:55:33,385.49,INR,Paytm,928061143@okicici,"UPI Dr to 928061143@okicici, Rs 385.49. Ref 130477965446.",user_0199
TXN00003105,2025-05-09T06:01:48,994.25,INR,Paytm,794810@ybl,Debited Rs 994.25 to 794810@ybl. Ref:909024192226,user_0090
TXN00003617,2024-12-26T11:33:14,82.65,INR,GPay,909998037@okhdfcbank,Debited Rs 82.65 to 909998037@okhdfcbank. Ref:941366026352,user_0165
TXN00002930,2024-04-06T20:44:51,93.68,INR,UPI,122373@phonepe,Txn to 122373@phonepe of Rs 93.68. Ref 710793789373.,user_0344
TXN00002740,2024-06-22T16:42:02,349.15,INR,UPI,196966@phonepe,Payment Rs 349.15 to 196966@phonepe. TXN 594930087906,user_0330
TXN00003658,2025-03-10T08:29:05,63.78,INR,PhonePe,951273923@axl,Paid Rs 63.78 to 951273923@axl. UTR 410311686131.,user_0495
TXN00001556,2024-09-18T22:25:46,50.73,INR,UPI,433717@okaxis,Money sent to 433717@okaxis. Rs 50.73. Ref 280056763767.,user_0067
TXN00001983,2024-06-05T09:15:14,23.56,INR,Paytm,181042@phonepe,Payment Rs 23.56 to 181042@phonepe. TXN 904342266287,user_0082
TXN00000719,2024-07-19T06:47:23,141.92,INR,Paytm,803409@paytm,Debited Rs 141.92 to 803409@paytm. Ref:786007237256,user_0111
TXN00004595,2025-02-28T21:42:02,638.02,INR,Paytm,963707387@okhdfcbank,Money sent to 963707387@okhdfcbank. Rs 638.02. Ref 870995543455.,user_0268
TXN00002152,2025-01-10T12:15:51,57.46,INR,PhonePe,970757@okhdfcbank,Debited Rs 57.46 to 970757@okhdfcbank. Ref:542409072032,user_0066
TXN00002872,2025-02-19T22:41:02,91.17,INR,PhonePe,590503@okicici,"UPI Dr to 590503@okicici, Rs 91.17. Ref 516419745480.",user_0153
TXN00002656,2025-07-01T09:49:23,137.13,INR,UPI,516646@phonepe,"UPI Dr to 516646@phonepe, Rs 137.13. Ref 818715112854.",user_0372
TXN00001988,2024-08-20T17:17:48,38.52,INR,UPI,181042@phonepe,Paid Rs 38.52 to 181042@phonepe. UTR 153901642044.,user_0412
TXN00001549,2025-12-01T18:44:05,352.76,INR,UPI,433717@okaxis,Debited Rs 352.76 to 433717@okaxis. Ref:856502487184,user_0239
TXN00001534,2025-07-01T19:46:32,241.15,INR,GPay,433717@okaxis,Payment Rs 241.15 to 433717@okaxis. TXN 383552370149,user_0380
TXN00003958,2025-12-29T19:57:36,648.76,INR,Paytm,954085663@gpay,Paid Rs 648.76 to 954085663@gpay. UTR 863768771172.,user_0476
TXN00003680,2025-03-04T18:32:17,248.23,INR,Paytm,974269255@gpay,Money sent to 974269255@gpay. Rs 248.23. Ref 196252213462.,user_0121
TXN00004557,2025-06-11T18:30:56,221.19,INR,UPI,903514717@okicici,Txn to 903514717@okicici of Rs 221.19. Ref 268000062881.,user_0085
TXN00002405,2025-11-01T13:55:14,115.61,INR,PhonePe,832617@ibl,"UPI Dr to 832617@ibl, Rs 115.61. Ref 217825395224.",user_0483
TXN00003047,2024-06-12T10:55:48,48.99,INR,GPay,646476@ybl,Money sent to 646476@ybl. Rs 48.99. Ref 824438141892.,user_0215
TXN00002638,2024-03-27T21:23:32,29.27,INR,UPI,670870@okicici,Money sent to 670870@okicici. Rs 29.27. Ref 201464357552.,user_0110
TXN00001410,2024-09-16T09:24:19,81.74,INR,Paytm,494990@paytm,Money sent to 494990@paytm. Rs 81.74. Ref 269645953844.,user_0278
TXN00000698,2025-02-23T16:41:01,272.41,INR,GPay,803409@paytm,Debited Rs 272.41 to 803409@paytm. Ref:529414505123,user_0112
TXN00002534,2025-10-23T12:28:04,639.92,INR,UPI,335025@oksbi,"UPI Dr to 335025@oksbi, Rs 639.92. Ref 501731549489.",user_0307
TXN00001954,2025-07-05T14:30:19,1351.24,INR,Paytm,524409@ibl,Txn to 524409@ibl of Rs 1351.24. Ref 307906414866.,user_0115
TXN00001663,2024-12-05T14:53:56,1033.34,INR,UPI,245144@okicici,Debited Rs 1033.34 to 245144@okicici. Ref:449631884300,user_0356
TXN00002117,2024-11-05T10:00:34,55.06,INR,Paytm,181509@okhdfcbank,Debited Rs 55.06 to 181509@okhdfcbank. Ref:474455854897,user_0420
TXN00002084,2025-12-01T11:42:56,11257.23,INR,GPay,555045@okhdfcbank,Paid Rs 11257.23 to 555045@okhdfcbank. UTR 196318686939.,user_0136
TXN00001492,2025-11-01T13:28:51,79.17,INR,UPI,494990@paytm,Payment Rs 79.17 to 494990@paytm. TXN 859471659263,user_0042
TXN00003996,2025-12-07T13:53:46,143.25,INR,PhonePe,993802355@oksbi,Txn to 993802355@oksbi of Rs 143.25. Ref 162595993815.,user_0417
TXN00000050,2024-03-16T22:49:41,196.87,INR,UPI,180325@ybl,"UPI Dr to 180325@ybl, Rs 196.87. Ref 139757592649.",user_0121
TXN00003891,2025-09-29T08:04:01,455.62,INR,UPI,926297732@okaxis,Txn to 926297732@okaxis of Rs 455.62. Ref 637439143310.,user_0320
TXN00000608,2024-06-29T21:15:00,196.33,INR,PhonePe,803409@paytm,Txn to 803409@paytm of Rs 196.33. Ref 864238259078.,user_0267
TXN00003277,2024-07-09T15:57:14,685.95,INR,UPI,843357@paytm,Txn to 843357@paytm of Rs 685.95. Ref 468882930077.,user_0451
TXN00002389,2025-07-05T12:32:38,607.55,INR,UPI,528133@okaxis,Money sent to 528133@okaxis. Rs 607.55. Ref 139246188344.,user_0493
TXN00000867,2025-07-26T22:19:52,110.17,INR,Paytm,840484@okhdfcbank,"UPI Dr to 840484@okhdfcbank, Rs 110.17. Ref 911323359812.",user_0449
TXN00000115,2025-05-21T20:19:26,1494.53,INR,Paytm,180325@ybl,"UPI Dr to 180325@ybl, Rs 1494.53. Ref 313355869285.",user_0074
TXN00000934,2025-06-08T09:03:57,712.77,INR,Paytm,184759@jio,Payment Rs 712.77 to 184759@jio. TXN 223286963509,user_0493
TXN00003165,2025-01-13T09:11:44,50.64,INR,PhonePe,495019@gpay,Money sent to 495019@gpay. Rs 50.64. Ref 900471807627.,user_0161
TXN00001054,2025-12-21T14:06:29,42.48,INR,GPay,807457@axl,Paid Rs 42.48 to 807457@axl. UTR 243516108963.,user_0249
TXN00004600,2024-11-30T07:20:48,7709.9,INR,GPay,945854807@phonepe,Txn to 945854807@phonepe of Rs 7709.90. Ref 892649898269.,user_0462
TXN00001198,2025-04-07T08:05:42,81.56,INR,GPay,807457@axl,Paid Rs 81.56 to 807457@axl. UTR 585323784045.,user_0303
TXN00004361,2025-03-26T20:24:41,85.13,INR,PhonePe,980921910@axl,"UPI Dr to 980921910@axl, Rs 85.13. Ref 504045666923.",user_0392
TXN00003944,2025-03-10T14:23:38,157.55,INR,PhonePe,963454025@okhdfcbank,Debited Rs 157.55 to 963454025@okhdfcbank. Ref:574619073770,user_0044
TXN00003370,2025-12-02T14:36:30,252.83,INR,UPI,937361413@okaxis,Txn to 937361413@okaxis of Rs 252.83. Ref 916708289799.,user_0054
TXN00000633,2024-03-30T16:51:52,142.65,INR,GPay,803409@paytm,Debited Rs 142.65 to 803409@paytm. Ref:662693310684,user_0155
TXN00001208,2025-10-24T13:03:03,1860.96,INR,PhonePe,855772@phonepe,Payment Rs 1860.96 to 855772@phonepe. TXN 722138681456,user_0164
TXN00004379,2024-06-28T14:35:59,11978.47,INR,Paytm,924191156@phonepe,Txn to 924191156@phonepe of Rs 11978.47. Ref 869859459086.,user_0325
TXN00001802,2024-05-01T09:56:42,222.87,INR,GPay,993398@gpay,Debited Rs 222.87 to 993398@gpay. Ref:991611130340,user_0358
TXN00003505,2025-09-20T17:43:44,43.05,INR,Paytm,933363775@phonepe,Debited Rs 43.05 to 933363775@phonepe. Ref:491763873998,user_0346
TXN00001249,2024-07-01T10:10:05,652.59,INR,PhonePe,855772@phonepe,Debited Rs 652.59 to 855772@phonepe. Ref:553842687784,user_0376
TXN00004449,2024-09-25T16:19:03,216.7,INR,Paytm,978382410@okhdfcbank,Payment Rs 216.70 to 978382410@okhdfcbank. TXN 341172297051,user_0494
TXN00002326,2025-09-15T14:33:52,122.16,INR,GPay,964255@okaxis,"UPI Dr to 964255@okaxis, Rs 122.16. Ref 944212233788.",user_0390
TXN00000649,2024-10-31T06:20:47,50.08,INR,Paytm,803409@paytm,Money sent to 803409@paytm. Rs 50.08. Ref 295685586425.,user_0347
TXN00001257,2025-10-15T12:39:06,1550.1,INR,UPI,855772@phonepe,Txn to 855772@phonepe of Rs 1550.10. Ref 299570758653.,user_0321
TXN00001193,2024-10-02T16:55:31,108.07,INR,GPay,807457@axl,Money sent to 807457@axl. Rs 108.07. Ref 257296354052.,user_0288
TXN00001486,2024-03-22T13:16:16,11.35,INR,PhonePe,494990@paytm,Paid Rs 11.35 to 494990@paytm. UTR 413737530982.,user_0090
TXN00003868,2024-06-05T20:41:21,137.16,INR,UPI,976269159@axl,Paid Rs 137.16 to 976269159@axl. UTR 766956454144.,user_0495
TXN00001520,2025-07-09T18:38:48,355.37,INR,UPI,433717@okaxis,Debited Rs 355.37 to 433717@okaxis. Ref:846242821400,user_0090
TXN00004005,2025-01-28T18:37:24,1260.78,INR,PhonePe,989779218@ybl,"UPI Dr to 989779218@ybl, Rs 1260.78. Ref 327528461771.",user_0396
TXN00000107,2025-09-24T08:20:57,54.96,INR,PhonePe,180325@ybl,Money sent to 180325@ybl. Rs 54.96. Ref 578451626825.,user_0423
TXN00002987,2025-12-11T19:34:22,104.45,INR,Paytm,588019@axl,Debited Rs 104.45 to 588019@axl. Ref:968831028691,user_0460
TXN00004748,2024-01-27T11:22:31,140.69,INR,UPI,995315302@okaxis,Money sent to 995315302@okaxis. Rs 140.69. Ref 432249837243.,user_0165
TXN00004275,2024-09-11T09:54:21,21.87,INR,UPI,977210488@ibl,"UPI Dr to 977210488@ibl, Rs 21.87. Ref 430598723845.",user_0342
TXN00000574,2025-05-24T16:21:58,219.16,INR,UPI,803409@paytm,Money sent to 803409@paytm. Rs 219.16. Ref 830242856369.,user_0392
TXN00000147,2024-05-16T10:22:15,226.48,INR,Paytm,180325@ybl,Money sent to 180325@ybl. Rs 226.48. Ref 519858336824.,user_0092
TXN00003910,2025-09-04T21:16:50,115.2,INR,GPay,977961056@okhdfcbank,Money sent to 977961056@okhdfcbank. Rs 115.20. Ref 690763343240.,user_0450
TXN00001128,2024-05-13T15:05:56,59.97,INR,Paytm,807457@axl,Debited Rs 59.97 to 807457@axl. Ref:195030046798,user_0295
TXN00003904,2024-04-15T23:38:48,1631.05,INR,GPay,941500162@okhdfcbank,Money sent to 941500162@okhdfcbank. Rs 1631.05. Ref 790933498314.,user_0080
TXN00003247,2025-03-29T16:29:13,120.29,INR,GPay,262631@okaxis,"UPI Dr to 262631@okaxis, Rs 120.29. Ref 950894021281.",user_0176
TXN00003270,2025-05-04T09:39:46,175.79,INR,UPI,140306@phonepe,Money sent to 140306@phonepe. Rs 175.79. Ref 921622423260.,user_0048
TXN00001355,2025-07-27T09:15:53,69.49,INR,Paytm,855772@phonepe,Debited Rs 69.49 to 855772@phonepe. Ref:823308856197,user_0328
TXN00001822,2024-01-05T09:59:04,133.23,INR,Paytm,310545@okaxis,"UPI Dr to 310545@okaxis, Rs 133.23. Ref 551689815948.",user_0115
TXN00003187,2024-07-15T07:15:20,888.18,INR,UPI,140419@axl,Debited Rs 888.18 to 140419@axl. Ref:762890805120,user_0420
TXN00001210,2025-01-11T16:36:08,251.54,INR,Paytm,855772@phonepe,Money sent to 855772@phonepe. Rs 251.54. Ref 925575162767.,user_0359
TXN00001403,2025-12-21T13:22:16,569.5,INR,PhonePe,494990@paytm,Txn to 494990@paytm of Rs 569.50. Ref 721445898621.,user_0234
TXN00001065,2025-05-07T18:23:03,1042.92,INR,UPI,807457@axl,Money sent to 807457@axl. Rs 1042.92. Ref 478460073428.,user_0098
TXN00003682,2024-10-27T18:30:30,540.18,INR,Paytm,974269255@gpay,Txn to 974269255@gpay of Rs 540.18. Ref 306813870190.,user_0375
TXN00002014,2025-04-05T14:07:42,19.21,INR,Paytm,315601@axl,Money sent to 315601@axl. Rs 19.21. Ref 434697745051.,user_0414
TXN00003188,2024-08-31T08:49:43,126.89,INR,PhonePe,441991@paytm,Money sent to 441991@paytm. Rs 126.89. Ref 476138064409.,user_0059
TXN00004544,2024-12-23T13:07:10,235.18,INR,UPI,926646331@okhdfcbank,"UPI Dr to 926646331@okhdfcbank, Rs 235.18. Ref 444563511966.",user_0426
TXN00002842,2024-10-02T12:52:35,111.95,INR,UPI,226201@ybl,Money sent to 226201@ybl. Rs 111.95. Ref 503191816657.,user_0137
TXN00004553,2024-12-01T17:13:13,266.67,INR,PhonePe,977029016@ybl,"UPI Dr to 977029016@ybl, Rs 266.67. Ref 570570917418.",user_0151
TXN00001352,2024-06-18T19:22:21,618.92,INR,UPI,855772@phonepe,Payment Rs 618.92 to 855772@phonepe. TXN 616565586852,user_0139
TXN00003027,2025-04-07T10:50:31,31.64,INR,UPI,773942@axl,"UPI Dr to 773942@axl, Rs 31.64. Ref 679946145106.",user_0462
TXN00003560,2024-05-02T18:24:43,578.02,INR,PhonePe,989703338@gpay,Money sent to 989703338@gpay. Rs 578.02. Ref 526142230277.,user_0060
TXN00000861,2025-04-18T11:46:01,357.92,INR,Paytm,840484@okhdfcbank,Debited Rs 357.92 to 840484@okhdfcbank. Ref:234947959234,user_0390
TXN00003454,2025-10-10T10:09:29,6347.29,INR,UPI,995993849@paytm,Txn to 995993849@paytm of Rs 6347.29. Ref 647106575231.,user_0161
TXN00000996,2025-09-08T12:49:41,201.18,INR,PhonePe,184759@jio,Paid Rs 201.18 to 184759@jio. UTR 928749966151.,user_0015
TXN00000582,2024-05-09T10:22:10,73.08,INR,GPay,803409@paytm,Paid Rs 73.08 to 803409@paytm. UTR 421315569100.,user_0069
TXN00001392,2025-05-02T12:03:34,238.54,INR,GPay,494990@paytm,Txn to 494990@paytm of Rs 238.54. Ref 394340285038.,user_0398
TXN00002690,2025-08-22T12:00:19,63.0,INR,UPI,684861@paytm,"UPI Dr to 684861@paytm, Rs 63.00. Ref 163152257898.",user_0414
TXN00001692,2024-06-05T17:04:54,3078.36,INR,GPay,599125@okhdfcbank,Paid Rs 3078.36 to 599125@okhdfcbank. UTR 565094288592.,user_0107
TXN00001502,2024-04-20T12:34:56,255.68,INR,Paytm,494990@paytm,Payment Rs 255.68 to 494990@paytm. TXN 189376951676,user_0076
TXN00004614,2024-01-24T16:43:12,2286.89,INR,Paytm,919820422@axl,Money sent to 919820422@axl. Rs 2286.89. Ref 951341885597.,user_0183
TXN00003208,2025-10-02T19:47:58,88.29,INR,Paytm,209649@oksbi,Txn to 209649@oksbi of Rs 88.29. Ref 425970653162.,user_0177
TXN00004772,2025-11-06T21:05:13,29.27,INR,Paytm,953416844@okaxis,Money sent to 953416844@okaxis. Rs 29.27. Ref 730068517372.,user_0416
TXN00001076,2024-07-28T22:39:57,265.47,INR,Paytm,807457@axl,Txn to 807457@axl of Rs 265.47. Ref 944467742365.,user_0091
TXN00004737,2024-12-08T20:14:49,676.84,INR,Paytm,986680142@phonepe,Txn to 986680142@phonepe of Rs 676.84. Ref 530329844336.,user_0399
TXN00000425,2024-10-15T20:55:06,95.37,INR,Paytm,177350@airtelpaymentsbank,Debited Rs 95.37 to 177350@airtelpaymentsbank. Ref:590402488477,user_0437
TXN00000509,2025-01-21T12:01:10,200.21,INR,GPay,177350@airtelpaymentsbank,Txn to 177350@airtelpaymentsbank of Rs 200.21. Ref 583468438893.,user_0408
TXN00001756,2025-11-01T14:38:40,4958.34,INR,PhonePe,225777@phonepe,Debited Rs 4958.34 to 225777@phonepe. Ref:283493652026,user_0357
TXN00001803,2024-11-01T12:23:04,196.0,INR,PhonePe,993398@gpay,Money sent to 993398@gpay. Rs 196.00. Ref 991533465058.,user_0105
TXN00002661,2024-11-01T16:53:30,258.93,INR,UPI,516646@phonepe,Money sent to 516646@phonepe. Rs 258.93. Ref 141282194422.,user_0369
TXN00002578,2025-10-08T14:38:51,330.62,INR,Paytm,693479@okhdfcbank,Paid Rs 330.62 to 693479@okhdfcbank. UTR 217438136075.,user_0243
TXN00003824,2025-04-30T21:06:47,14074.75,INR,PhonePe,910725303@paytm,Money sent to 910725303@paytm. Rs 14074.75. Ref 442151450811.,user_0048
TXN00001637,2024-06-05T14:15:05,456.85,INR,GPay,805507@phonepe,Money sent to 805507@phonepe. Rs 456.85. Ref 321176031611.,user_0282
TXN00001489,2025-10-17T22:22:53,124.04,INR,GPay,494990@paytm,Money sent to 494990@paytm. Rs 124.04. Ref 823209932612.,user_0428
TXN00003237,2024-02-09T19:56:15,93.46,INR,Paytm,944042@ybl,Paid Rs 93.46 to 944042@ybl. UTR 446997026328.,user_0009
TXN00003823,2024-09-12T08:52:05,5388.23,INR,Paytm,910725303@paytm,Txn to 910725303@paytm of Rs 5388.23. Ref 332145324671.,user_0319
TXN00001200,2024-06-12T17:22:47,933.06,INR,Paytm,807457@axl,Money sent to 807457@axl. Rs 933.06. Ref 968054388485.,user_0250
TXN00000245,2025-02-25T16:53:22,276.98,INR,PhonePe,762176@okicici,Paid Rs 276.98 to 762176@okicici. UTR 502645665523.,user_0340
TXN00001970,2025-07-10T12:28:34,313.36,INR,Paytm,171277@oksbi,Debited Rs 313.36 to 171277@oksbi. Ref:295040744796,user_0300
TXN00001797,2025-08-01T15:31:19,256.7,INR,Paytm,993398@gpay,"UPI Dr to 993398@gpay, Rs 256.70. Ref 627546210298.",user_0276
TXN00000098,2025-03-24T09:51:14,441.62,INR,UPI,180325@ybl,Money sent to 180325@ybl. Rs 441.62. Ref 375220205864.,user_0015
TXN00003356,2025-12-04T22:46:17,127.11,INR,UPI,951599554@ibl,Txn to 951599554@ibl of Rs 127.11. Ref 757006349322.,user_0304
TXN00002651,2024-06-01T13:07:54,7282.85,INR,PhonePe,668497@axl,Txn to 668497@axl of Rs 7282.85. Ref 634937186673.,user_0201
TXN00003029,2024-03-18T11:16:28,658.33,INR,PhonePe,823924@oksbi,Txn to 823924@oksbi of Rs 658.33. Ref 236593392803.,user_0461
TXN00000496,2024-10-21T13:17:55,111.31,INR,UPI,177350@airtelpaymentsbank,Money sent to 177350@airtelpaymentsbank. Rs 111.31. Ref 517340175598.,user_0365
TXN00002201,2024-10-05T15:08:17,515.02,INR,UPI,468267@paytm,Txn to 468267@paytm of Rs 515.02. Ref 988672891730.,user_0366
TXN00001066,2024-06-10T10:14:37,2432.35,INR,PhonePe,807457@axl,Paid Rs 2432.35 to 807457@axl. UTR 543700583004.,user_0093
TXN00003216,2025-07-14T12:29:23,117.38,INR,UPI,912341@okicici,"UPI Dr to 912341@okicici, Rs 117.38. Ref 749146372331.",user_0418
TXN00000289,2024-04-20T15:59:19,852.71,INR,PhonePe,762176@okicici,Payment Rs 852.71 to 762176@okicici. TXN 427925418827,user_0170
TXN00001579,2025-07-01T21:44:15,597.2,INR,GPay,433717@okaxis,Debited Rs 597.20 to 433717@okaxis. Ref:672775467420,user_0408
TXN00004625,2024-01-28T20:55:52,126.47,INR,Paytm,984940883@ybl,Debited Rs 126.47 to 984940883@ybl. Ref:702738163194,user_0013
TXN00002129,2025-03-01T09:34:43,79.04,INR,Paytm,213652@ybl,Txn to 213652@ybl of Rs 79.04. Ref 502822978939.,user_0483
TXN00004304,2024-11-17T08:34:02,71.96,INR,GPay,964914904@paytm,Paid Rs 71.96 to 964914904@paytm. UTR 936676413504.,user_0114
TXN00002773,2025-07-17T21:53:51,138.55,INR,UPI,934751@gpay,Debited Rs 138.55 to 934751@gpay. Ref:707827187469,user_0405
TXN00003531,2025-01-03T21:04:42,313.5,INR,Paytm,985053367@paytm,"UPI Dr to 985053367@paytm, Rs 313.50. Ref 506251995814.",user_0087
TXN00003066,2025-10-01T13:24:27,289.48,INR,UPI,488883@oksbi,Debited Rs 289.48 to 488883@oksbi. Ref:955659338464,user_0319
TXN00003251,2024-07-01T09:20:09,182.21,INR,PhonePe,904101@ybl,"UPI Dr to 904101@ybl, Rs 182.21. Ref 723982238473.",user_0192
TXN00000287,2024-02-16T19:42:03,8360.97,INR,Paytm,762176@okicici,"UPI Dr to 762176@okicici, Rs 8360.97. Ref 874690925458.",user_0053
TXN00001894,2025-08-01T14:16:29,9141.68,INR,PhonePe,666787@phonepe,Money sent to 666787@phonepe. Rs 9141.68. Ref 979568525565.,user_0021
TXN00003396,2025-04-12T20:13:06,93.54,INR,PhonePe,951422286@paytm,Debited Rs 93.54 to 951422286@paytm. Ref:120379280067,user_0103
TXN00003388,2024-01-26T17:12:31,47.26,INR,GPay,977899634@okhdfcbank,Debited Rs 47.26 to 977899634@okhdfcbank. Ref:687986871186,user_0253
TXN00004329,2024-03-17T23:48:24,369.58,INR,GPay,963083223@oksbi,Txn to 963083223@oksbi of Rs 369.58. Ref 781376809390.,user_0450
TXN00002475,2025-08-01T13:58:31,4232.8,INR,GPay,505413@ybl,"UPI Dr to 505413@ybl, Rs 4232.80. Ref 911069170939.",user_0484
TXN00000456,2024-11-09T11:43:35,162.33,INR,Paytm,177350@airtelpaymentsbank,Payment Rs 162.33 to 177350@airtelpaymentsbank. TXN 278354106659,user_0491
TXN00003880,2025-03-14T21:49:42,9606.48,INR,UPI,973986490@okaxis,"UPI Dr to 973986490@okaxis, Rs 9606.48. Ref 400776855226.",user_0159
TXN00002049,2025-03-05T13:19:37,37.09,INR,UPI,373554@paytm,Debited Rs 37.09 to 373554@paytm. Ref:745076527587,user_0119
TXN00004021,2024-01-02T10:57:33,445.18,INR,PhonePe,928985581@okicici,Paid Rs 445.18 to 928985581@okicici. UTR 473185100192.,user_0405
TXN00003694,2024-09-07T09:44:01,334.68,INR,Paytm,960084040@paytm,Txn to 960084040@paytm of Rs 334.68. Ref 152654867297.,user_0166
